Landkreis,ID_LK_SK,LK_SK,Bundesland,age_covid_0_34_%,age_covid_35_59_%,age_covid_60+_%,age_covid_unknown_%,gender_covid_f_%,gender_covid_m_%,gender_covid_unknown_%,Sterberate_%
LK Ostallgäu,9777,LK,Bayern,25.646123260437374,36.58051689860835,37.77335984095427,0.0,51.89309576837417,47.88418708240535,0.22271714922048996,7.75347912524851
LK Osterholz,3356,LK,Niedersachsen,29.09090909090909,43.63636363636363,27.27272727272727,0.0,54.20560747663551,45.794392523364486,0.0,0.0
LK Ostholstein,1055,LK,Schleswig-Holstein,33.82352941176471,36.76470588235294,29.411764705882355,0.0,44.11764705882353,55.88235294117647,0.0,0.0
LK Ostprignitz-Ruppin,12068,LK,Brandenburg,39.02439024390244,45.1219512195122,15.853658536585366,0.0,47.22222222222222,52.77777777777778,0.0,0.0
LK Paderborn,5774,LK,Nordrhein-Westfalen,29.893778452200305,41.88163884673748,28.224582701062218,0.0,53.2319391634981,46.57794676806083,0.19011406844106463,5.007587253414264
LK Passau,9275,LK,Bayern,34.1421143847487,33.44887348353553,32.40901213171577,0.0,52.976190476190474,46.82539682539682,0.1984126984126984,4.506065857885615
LK Peine,3157,LK,Niedersachsen,18.79194630872483,48.322147651006716,32.88590604026846,0.0,52.94117647058824,47.05882352941176,0.0,7.38255033557047
LK Pfaffenhofen a.d.Ilm,9186,LK,Bayern,24.396782841823057,44.50402144772118,31.099195710455763,0.0,51.30434782608696,48.69565217391305,0.0,5.093833780160858
LK Pinneberg,1056,LK,Schleswig-Holstein,20.764119601328904,40.69767441860465,38.53820598006645,0.0,53.26923076923077,46.73076923076923,0.0,7.641196013289036
LK Plön,1057,LK,Schleswig-Holstein,20.833333333333336,42.5,36.666666666666664,0.0,48.717948717948715,51.28205128205128,0.0,6.666666666666667
LK Potsdam-Mittelmark,12069,LK,Brandenburg,19.816513761467892,45.68807339449542,34.31192660550459,0.1834862385321101,55.809128630705395,44.190871369294605,0.0,5.871559633027523
LK Prignitz,12070,LK,Brandenburg,0.0,64.0,36.0,0.0,70.83333333333334,29.166666666666668,0.0,0.0
LK Rastatt,8216,LK,Baden-Württemberg,22.823984526112184,47.77562862669246,29.40038684719536,0.0,45.77777777777778,54.22222222222223,0.0,3.2882011605415857
LK Ravensburg,8436,LK,Baden-Württemberg,25.806451612903224,48.2078853046595,25.985663082437277,0.0,50.63559322033898,49.36440677966102,0.0,1.4336917562724014
LK Recklinghausen,5562,LK,Nordrhein-Westfalen,32.664092664092664,42.857142857142854,24.247104247104247,0.23166023166023164,47.614410905550145,51.89873417721519,0.4868549172346641,3.011583011583012
LK Regen,9276,LK,Bayern,40.816326530612244,38.265306122448976,20.918367346938776,0.0,40.0,60.0,0.0,5.612244897959184
LK Regensburg,9375,LK,Bayern,28.45691382765531,47.69539078156313,23.847695390781563,0.0,51.32743362831859,48.67256637168141,0.0,3.006012024048096
LK Rems-Murr-Kreis,8119,LK,Baden-Württemberg,25.869702719797594,40.79696394686907,33.33333333333333,0.0,53.49264705882353,46.41544117647059,0.09191176470588235,5.566097406704618
LK Rendsburg-Eckernförde,1058,LK,Schleswig-Holstein,18.03921568627451,42.35294117647059,39.6078431372549,0.0,47.008547008547005,52.991452991452995,0.0,5.490196078431373
LK Reutlingen,8415,LK,Baden-Württemberg,20.051914341336794,39.39000648929267,40.16872160934458,0.3893575600259572,52.545629202689724,46.68587896253602,0.7684918347742555,5.191434133679429
LK Rhein-Erft-Kreis,5362,LK,Nordrhein-Westfalen,20.673952641165755,45.264116575591984,33.970856102003644,0.09107468123861566,54.20023014959724,45.56962025316456,0.23014959723820483,6.9216757741347905
LK Rhein-Hunsrück-Kreis,7140,LK,Rheinland-Pfalz,18.34319526627219,50.887573964497044,30.76923076923077,0.0,51.70068027210885,48.29931972789115,0.0,3.5502958579881656
LK Rhein-Kreis Neuss,5162,LK,Nordrhein-Westfalen,22.127659574468083,46.95035460992908,30.78014184397163,0.14184397163120568,48.717948717948715,51.28205128205128,0.0,2.8368794326241136
LK Rhein-Lahn-Kreis,7141,LK,Rheinland-Pfalz,22.0125786163522,45.911949685534594,31.446540880503143,0.628930817610063,50.98039215686274,49.01960784313725,0.0,3.7735849056603774
LK Rhein-Neckar-Kreis,8226,LK,Baden-Württemberg,27.358490566037734,43.50104821802935,29.140461215932913,0.0,49.877149877149876,50.122850122850124,0.0,3.9832285115303985
LK Rhein-Pfalz-Kreis,7338,LK,Rheinland-Pfalz,29.87551867219917,46.88796680497925,22.821576763485478,0.4149377593360996,53.88127853881278,46.118721461187214,0.0,2.0746887966804977
LK Rhein-Sieg-Kreis,5382,LK,Nordrhein-Westfalen,31.137309292649096,41.123439667128984,27.392510402219138,0.34674063800277394,51.67652859960552,47.83037475345168,0.4930966469428008,3.3287101248266295
LK Rheingau-Taunus-Kreis,6439,LK,Hessen,28.278688524590162,47.950819672131146,23.770491803278688,0.0,48.458149779735685,51.541850220264315,0.0,2.0491803278688523
LK Rheinisch-Bergischer Kreis,5378,LK,Nordrhein-Westfalen,22.60127931769723,48.40085287846482,28.997867803837952,0.0,51.674641148325364,48.32535885167464,0.0,4.477611940298507
LK Rhön-Grabfeld,9673,LK,Bayern,34.5360824742268,38.659793814432994,26.804123711340207,0.0,49.19786096256685,50.80213903743316,0.0,3.0927835051546393
LK Rosenheim,9187,LK,Bayern,26.262626262626267,38.91084760649978,34.82652613087396,0.0,53.446115288220554,46.553884711779446,0.0,8.344312692138779
LK Rostock,13072,LK,Mecklenburg-Vorpommern,30.666666666666664,49.333333333333336,20.0,0.0,46.666666666666664,53.333333333333336,0.0,4.0
LK Rotenburg (Wümme),3357,LK,Niedersachsen,26.605504587155966,52.293577981651374,21.100917431192663,0.0,45.19230769230769,54.807692307692314,0.0,1.834862385321101
LK Roth,9576,LK,Bayern,31.615120274914087,43.986254295532646,24.398625429553263,0.0,53.7117903930131,46.288209606986904,0.0,2.405498281786942
LK Rottal-Inn,9277,LK,Bayern,21.00954979536153,44.065484311050476,34.924965893587995,0.0,55.16129032258065,44.83870967741935,0.0,6.139154160982264
LK Rottweil,8325,LK,Baden-Württemberg,28.783382789317507,43.02670623145401,28.18991097922849,0.0,49.75206611570248,50.247933884297524,0.0,3.7091988130563793
LK Saale-Holzland-Kreis,16074,LK,Thüringen,25.0,43.05555555555556,31.944444444444443,0.0,56.25,43.75,0.0,4.166666666666666
LK Saale-Orla-Kreis,16075,LK,Thüringen,16.10738255033557,36.91275167785235,46.97986577181208,0.0,62.96296296296296,37.03703703703704,0.0,8.053691275167784
LK Saalekreis,15088,LK,Sachsen-Anhalt,19.230769230769234,47.69230769230769,33.07692307692307,0.0,48.78048780487805,51.21951219512195,0.0,5.384615384615385
LK Saalfeld-Rudolstadt,16073,LK,Thüringen,18.30985915492958,46.478873239436616,35.2112676056338,0.0,51.470588235294116,48.529411764705884,0.0,0.0
LK Saar-Pfalz-Kreis,10045,LK,Saarland,28.428093645484946,45.1505016722408,26.421404682274247,0.0,49.063670411985015,50.936329588014985,0.0,5.68561872909699
LK Saarlouis,10044,LK,Saarland,29.014598540145986,40.51094890510949,30.474452554744524,0.0,53.15126050420168,46.84873949579832,0.0,4.197080291970803
LK Salzlandkreis,15089,LK,Sachsen-Anhalt,16.176470588235293,45.588235294117645,38.23529411764706,0.0,48.4375,51.5625,0.0,0.0
LK Sankt Wendel,10046,LK,Saarland,26.34730538922156,52.09580838323353,21.55688622754491,0.0,50.33557046979866,49.664429530201346,0.0,2.9940119760479043
LK Schaumburg,3257,LK,Niedersachsen,19.875776397515526,52.17391304347826,27.95031055900621,0.0,50.0,50.0,0.0,4.3478260869565215
LK Schleswig-Flensburg,1059,LK,Schleswig-Holstein,24.358974358974358,40.38461538461539,35.256410256410255,0.0,57.74647887323944,42.25352112676056,0.0,2.564102564102564
LK Schmalkalden-Meiningen,16066,LK,Thüringen,26.618705035971225,45.32374100719424,28.05755395683453,0.0,52.27272727272727,47.72727272727273,0.0,2.158273381294964
LK Schwalm-Eder-Kreis,6634,LK,Hessen,25.572519083969464,41.221374045801525,33.20610687022901,0.0,53.96825396825397,46.03174603174603,0.0,6.870229007633588
LK Schwandorf,9376,LK,Bayern,25.691699604743086,43.08300395256917,31.225296442687743,0.0,53.21100917431193,46.559633027522935,0.22935779816513763,3.7549407114624502
LK Schwarzwald-Baar-Kreis,8326,LK,Baden-Württemberg,24.377224199288257,41.81494661921708,33.80782918149466,0.0,52.362204724409445,47.63779527559055,0.0,5.338078291814947
LK Schweinfurt,9678,LK,Bayern,38.32684824902724,35.40856031128405,26.26459143968872,0.0,54.3010752688172,45.69892473118279,0.0,4.863813229571985
LK Schwäbisch Hall,8127,LK,Baden-Württemberg,24.249422632794456,38.68360277136259,37.06697459584296,0.0,50.77922077922078,49.22077922077922,0.0,6.697459584295612
LK Segeberg,1060,LK,Schleswig-Holstein,22.727272727272727,51.21212121212121,25.757575757575758,0.30303030303030304,47.50830564784053,52.49169435215947,0.0,1.5151515151515151
LK Siegen-Wittgenstein,5970,LK,Nordrhein-Westfalen,31.210191082802545,40.445859872611464,28.343949044585987,0.0,53.42465753424658,46.23287671232877,0.3424657534246575,2.547770700636943
LK Sigmaringen,8437,LK,Baden-Württemberg,25.128865979381445,47.551546391752574,27.31958762886598,0.0,53.004622496147924,46.84129429892142,0.15408320493066258,4.381443298969072
LK Soest,5974,LK,Nordrhein-Westfalen,23.626373626373624,50.0,26.373626373626376,0.0,46.2962962962963,53.70370370370371,0.0,2.197802197802198
LK Sonneberg,16072,LK,Thüringen,20.967741935483872,35.88709677419355,43.145161290322584,0.0,57.80590717299579,42.19409282700422,0.0,6.854838709677419
LK Spree-Neiße,12071,LK,Brandenburg,32.8125,43.75,23.4375,0.0,37.704918032786885,62.295081967213115,0.0,0.0
LK Stade,3359,LK,Niedersachsen,35.74660633484163,44.34389140271493,19.90950226244344,0.0,53.431372549019606,46.568627450980394,0.0,3.619909502262444
LK Stadtverband Saarbrücken,10041,LK,Saarland,21.683876092136618,33.677521842732325,44.63860206513105,0.0,52.088167053364266,43.38747099767982,4.524361948955916,8.657664813343924
LK Starnberg,9188,LK,Bayern,32.899628252788105,44.795539033457246,22.304832713754646,0.0,47.699757869249396,52.300242130750604,0.0,2.41635687732342
LK Steinburg,1061,LK,Schleswig-Holstein,38.764044943820224,43.258426966292134,17.415730337078653,0.5617977528089888,48.717948717948715,51.28205128205128,0.0,1.6853932584269662
LK Steinfurt,5566,LK,Nordrhein-Westfalen,28.11094452773613,44.377811094452774,27.436281859070466,0.07496251874062969,52.430196483971045,47.46639089968976,0.1034126163391934,6.071964017991005
LK Stendal,15090,LK,Sachsen-Anhalt,22.429906542056074,45.794392523364486,31.775700934579437,0.0,53.535353535353536,46.464646464646464,0.0,5.607476635514018
LK Stormarn,1062,LK,Schleswig-Holstein,22.48803827751196,37.79904306220095,39.71291866028708,0.0,55.182072829131656,44.81792717086835,0.0,7.655502392344498
LK Straubing-Bogen,9278,LK,Bayern,26.860254083484573,43.01270417422868,30.127041742286753,0.0,56.118143459915615,43.88185654008439,0.0,5.081669691470054
LK Sächsische Schweiz-Osterzgebirge,14628,LK,Sachsen,25.839793281653744,42.377260981912144,31.782945736434108,0.0,55.769230769230774,44.230769230769226,0.0,0.516795865633075
LK Sömmerda,16068,LK,Thüringen,29.72972972972973,48.64864864864865,21.62162162162162,0.0,35.13513513513514,64.86486486486487,0.0,2.7027027027027026
LK Südliche Weinstraße,7337,LK,Rheinland-Pfalz,23.841059602649008,53.64238410596026,22.516556291390728,0.0,50.36496350364964,49.63503649635037,0.0,1.9867549668874174
LK Südwestpfalz,7340,LK,Rheinland-Pfalz,30.18867924528302,40.56603773584906,29.245283018867923,0.0,53.333333333333336,46.666666666666664,0.0,2.8301886792452833
LK Teltow-Fläming,12072,LK,Brandenburg,19.594594594594593,50.67567567567568,29.72972972972973,0.0,54.81481481481482,45.18518518518518,0.0,8.108108108108109
LK Tirschenreuth,9377,LK,Bayern,19.43711521547933,36.49956024626209,44.06332453825858,0.0,56.733828207847296,43.16012725344645,0.10604453870625664,12.313104661389621
LK Traunstein,9189,LK,Bayern,29.832572298325722,37.823439878234396,32.26788432267884,0.076103500761035,51.09689213893967,48.90310786106033,0.0,6.621004566210045
LK Trier-Saarburg,7235,LK,Rheinland-Pfalz,23.97959183673469,45.40816326530612,30.612244897959183,0.0,56.613756613756614,43.386243386243386,0.0,4.081632653061225
LK Tuttlingen,8327,LK,Baden-Württemberg,24.6031746031746,41.46825396825397,33.92857142857143,0.0,49.88662131519274,50.11337868480725,0.0,4.166666666666666
LK Tübingen,8416,LK,Baden-Württemberg,28.649068322981368,39.51863354037267,31.832298136645964,0.0,54.91559086395233,44.98510427010923,0.09930486593843098,4.580745341614907
LK Uckermark,12073,LK,Brandenburg,16.216216216216218,37.83783783783784,45.94594594594595,0.0,59.45945945945946,40.54054054054054,0.0,5.405405405405405
LK Uelzen,3360,LK,Niedersachsen,37.2093023255814,39.53488372093023,23.25581395348837,0.0,52.38095238095239,47.61904761904761,0.0,0.0
LK Unna,5978,LK,Nordrhein-Westfalen,23.668639053254438,38.6094674556213,36.98224852071006,0.7396449704142012,56.11015490533563,43.71772805507745,0.17211703958691912,5.473372781065089
LK Unstrut-Hainich-Kreis,16064,LK,Thüringen,9.63855421686747,51.80722891566265,38.55421686746988,0.0,52.4390243902439,47.5609756097561,0.0,2.4096385542168677
LK Unterallgäu,9778,LK,Bayern,31.73431734317343,35.05535055350554,33.210332103321036,0.0,53.24074074074075,46.75925925925926,0.0,5.166051660516605
LK Vechta,3460,LK,Niedersachsen,30.061349693251532,38.036809815950924,31.901840490797547,0.0,45.562130177514796,54.437869822485204,0.0,3.067484662576687
LK Verden,3361,LK,Niedersachsen,34.285714285714285,42.857142857142854,22.857142857142858,0.0,42.2360248447205,55.90062111801242,1.8633540372670807,1.1428571428571428
LK Viersen,5166,LK,Nordrhein-Westfalen,22.925457102672294,41.77215189873418,35.16174402250351,0.14064697609001406,51.61290322580645,48.38709677419355,0.0,5.063291139240507
LK Vogelsbergkreis,6535,LK,Hessen,28.92561983471074,48.760330578512395,22.31404958677686,0.0,50.43478260869565,49.56521739130435,0.0,4.132231404958678
LK Vogtlandkreis,14523,LK,Sachsen,21.413721413721415,41.995841995842,36.590436590436596,0.0,60.24096385542169,39.75903614457831,0.0,3.118503118503119
LK Vorpommern-Greifswald,13075,LK,Mecklenburg-Vorpommern,21.73913043478261,31.88405797101449,46.3768115942029,0.0,53.78151260504202,45.378151260504204,0.8403361344537815,5.072463768115942
LK Vorpommern-Rügen,13073,LK,Mecklenburg-Vorpommern,23.75,43.75,32.5,0.0,49.35064935064935,50.649350649350644,0.0,2.5
LK Vulkaneifel,7233,LK,Rheinland-Pfalz,24.576271186440678,38.13559322033898,37.28813559322034,0.0,48.484848484848484,51.515151515151516,0.0,4.23728813559322
LK Waldeck-Frankenberg,6635,LK,Hessen,23.837209302325583,49.41860465116279,26.744186046511626,0.0,51.24999999999999,48.75,0.0,2.9069767441860463
LK Waldshut,8337,LK,Baden-Württemberg,18.387096774193548,36.45161290322581,45.16129032258064,0.0,58.02047781569966,41.979522184300336,0.0,11.29032258064516
LK Warendorf,5570,LK,Nordrhein-Westfalen,24.949698189134807,44.26559356136821,30.784708249496983,0.0,45.18950437317784,54.81049562682215,0.0,4.0241448692152915
LK Wartburgkreis,16063,LK,Thüringen,20.0,52.0,28.000000000000004,0.0,52.85714285714286,47.14285714285714,0.0,2.666666666666667
LK Weilheim-Schongau,9190,LK,Bayern,32.0,45.42857142857143,22.57142857142857,0.0,45.48494983277592,54.515050167224075,0.0,0.8571428571428572
LK Weimarer Land,16071,LK,Thüringen,12.32876712328767,45.20547945205479,42.465753424657535,0.0,54.54545454545454,45.45454545454545,0.0,5.47945205479452
LK Weißenburg-Gunzenhausen,9577,LK,Bayern,24.47129909365559,36.5558912386707,38.972809667673715,0.0,47.30290456431535,52.69709543568465,0.0,7.552870090634441
LK Werra-Meißner-Kreis,6636,LK,Hessen,18.779342723004692,29.577464788732392,51.64319248826291,0.0,57.95454545454546,42.04545454545455,0.0,7.511737089201878
LK Wesel,5170,LK,Nordrhein-Westfalen,23.10126582278481,45.25316455696203,31.645569620253166,0.0,50.943396226415096,49.056603773584904,0.0,4.113924050632911
LK Wesermarsch,3461,LK,Niedersachsen,28.78787878787879,53.03030303030303,18.181818181818183,0.0,50.81967213114754,49.18032786885246,0.0,1.5151515151515151
LK Westerwaldkreis,7143,LK,Rheinland-Pfalz,18.005540166204987,44.04432132963989,37.95013850415512,0.0,54.14012738853503,45.54140127388535,0.3184713375796179,5.8171745152354575
LK Wetteraukreis,6440,LK,Hessen,22.590361445783135,49.39759036144578,28.012048192771083,0.0,50.967741935483865,49.03225806451613,0.0,3.614457831325301
LK Wittenberg,15091,LK,Sachsen-Anhalt,23.376623376623375,37.66233766233766,38.961038961038966,0.0,57.446808510638306,42.5531914893617,0.0,1.948051948051948
LK Wittmund,3462,LK,Niedersachsen,43.90243902439025,36.58536585365854,19.51219512195122,0.0,55.26315789473685,42.10526315789473,2.631578947368421,0.0
LK Wolfenbüttel,3158,LK,Niedersachsen,18.51851851851852,34.92063492063492,46.56084656084656,0.0,58.0246913580247,40.74074074074074,1.2345679012345678,7.4074074074074066
LK Wunsiedel i.Fichtelgebirge,9479,LK,Bayern,20.398773006134967,42.02453987730061,37.576687116564415,0.0,55.633802816901415,44.36619718309859,0.0,5.98159509202454
LK Würzburg,9679,LK,Bayern,28.8135593220339,45.036319612590795,26.150121065375302,0.0,51.97568389057751,48.02431610942249,0.0,2.1791767554479415
LK Zollernalbkreis,8417,LK,Baden-Württemberg,21.991701244813278,37.427385892116185,40.58091286307054,0.0,54.145854145854145,45.854145854145855,0.0,6.3070539419087135
LK Zwickau,14524,LK,Sachsen,21.232876712328768,39.726027397260275,39.04109589041096,0.0,56.42201834862385,43.57798165137615,0.0,5.707762557077626
LK Hannover,3241,LK,Niedersachsen,32.037691401649,42.5206124852768,25.4416961130742,0.0,49.357182783678034,47.065399664617104,3.577417551704863,4.358068315665489
SK Amberg,9361,SK,Bayern,31.76470588235294,42.35294117647059,25.882352941176475,0.0,58.333333333333336,41.66666666666667,0.0,4.705882352941177
SK Ansbach,9561,SK,Bayern,21.73913043478261,44.20289855072464,34.05797101449276,0.0,59.23076923076923,40.76923076923077,0.0,5.797101449275362
SK Aschaffenburg,9661,SK,Bayern,35.65217391304348,46.08695652173913,18.26086956521739,0.0,58.252427184466015,41.74757281553398,0.0,0.8695652173913043
SK Augsburg,9761,SK,Bayern,37.5609756097561,39.75609756097561,22.682926829268293,0.0,51.87165775401069,48.1283422459893,0.0,3.6585365853658534
SK Baden-Baden,8211,SK,Baden-Württemberg,19.021739130434785,35.869565217391305,45.108695652173914,0.0,51.11111111111111,48.888888888888886,0.0,10.326086956521738
SK Bamberg,9461,SK,Bayern,27.500000000000004,35.0,37.5,0.0,55.494505494505496,43.956043956043956,0.5494505494505495,10.0
SK Bayreuth,9462,SK,Bayern,30.952380952380953,32.857142857142854,36.19047619047619,0.0,52.52525252525253,47.474747474747474,0.0,5.714285714285714
SK Berlin,11000,SK,Berlin,36.458931648477886,40.60884549109707,22.903503733486502,0.02871912693854107,49.968152866242036,49.98407643312102,0.04777070063694268,2.886272257323377
SK Bielefeld,5711,SK,Nordrhein-Westfalen,36.54320987654321,45.925925925925924,17.530864197530864,0.0,45.83333333333333,53.40909090909091,0.7575757575757576,1.2345679012345678
SK Bochum,5911,SK,Nordrhein-Westfalen,36.101083032490976,42.057761732851986,21.841155234657037,0.0,48.484848484848484,51.515151515151516,0.0,3.2490974729241873
SK Bonn,5314,SK,Nordrhein-Westfalen,42.027027027027025,39.86486486486486,18.10810810810811,0.0,46.97452229299363,52.70700636942676,0.3184713375796179,1.0810810810810811
SK Bottrop,5512,SK,Nordrhein-Westfalen,31.03448275862069,41.87192118226601,27.093596059113302,0.0,49.72972972972973,50.27027027027027,0.0,3.4482758620689653
SK Brandenburg a.d.Havel,12051,SK,Brandenburg,40.98360655737705,40.98360655737705,18.0327868852459,0.0,56.896551724137936,43.103448275862064,0.0,0.0
SK Braunschweig,3101,SK,Niedersachsen,26.283987915407852,39.87915407854985,33.8368580060423,0.0,55.37459283387622,44.62540716612378,0.0,5.13595166163142
SK Bremen,4011,SK,Bremen,45.022288261515605,35.73551263001486,19.242199108469542,0.0,47.821782178217816,52.07920792079208,0.09900990099009901,2.8974739970282317
SK Bremerhaven,4012,SK,Bremen,43.11377245508982,31.736526946107784,25.149700598802394,0.0,57.534246575342465,42.465753424657535,0.0,2.9940119760479043
SK Chemnitz,14511,SK,Sachsen,24.75728155339806,47.0873786407767,28.155339805825243,0.0,55.10204081632652,44.89795918367347,0.0,2.912621359223301
SK Coburg,9463,SK,Bayern,35.869565217391305,38.04347826086957,26.08695652173913,0.0,48.38709677419355,51.61290322580645,0.0,1.0869565217391304
SK Cottbus,12052,SK,Brandenburg,28.205128205128204,38.46153846153847,33.33333333333333,0.0,36.84210526315789,63.1578947368421,0.0,0.0
SK Darmstadt,6411,SK,Hessen,33.78378378378378,30.630630630630627,35.585585585585584,0.0,50.0,50.0,0.0,8.108108108108109
SK Delmenhorst,3401,SK,Niedersachsen,31.645569620253166,45.56962025316456,22.78481012658228,0.0,40.845070422535215,57.74647887323944,1.4084507042253522,3.79746835443038
SK Dessau-Roßlau,15001,SK,Sachsen-Anhalt,21.21212121212121,45.45454545454545,33.33333333333333,0.0,53.2258064516129,46.774193548387096,0.0,3.0303030303030303
SK Dortmund,5913,SK,Nordrhein-Westfalen,31.380208333333332,45.57291666666667,23.046875,0.0,44.3609022556391,55.639097744360896,0.0,0.78125
SK Dresden,14612,SK,Sachsen,37.19806763285024,41.86795491143317,20.933977455716587,0.0,47.32965009208103,52.67034990791897,0.0,1.610305958132045
SK Duisburg,5112,SK,Nordrhein-Westfalen,32.0957095709571,40.01650165016501,27.805280528052805,0.08250825082508251,51.61290322580645,48.28934506353861,0.09775171065493646,4.62046204620462
SK Düsseldorf,5111,SK,Nordrhein-Westfalen,35.72395128552097,42.42219215155616,21.853856562922868,0.0,48.547008547008545,51.45299145299145,0.0,2.2327469553450605
SK Eisenach,16056,SK,Thüringen,17.857142857142858,28.57142857142857,53.57142857142857,0.0,64.28571428571429,35.714285714285715,0.0,7.142857142857142
SK Emden,3402,SK,Niedersachsen,10.526315789473683,47.368421052631575,42.10526315789473,0.0,63.1578947368421,36.84210526315789,0.0,0.0
SK Erfurt,16051,SK,Thüringen,35.507246376811594,41.30434782608695,23.18840579710145,0.0,49.61832061068702,50.38167938931297,0.0,1.4492753623188406
SK Erlangen,9562,SK,Bayern,40.0,38.07692307692307,21.923076923076923,0.0,50.0,50.0,0.0,4.230769230769231
SK Essen,5113,SK,Nordrhein-Westfalen,26.46048109965636,41.1225658648339,32.416953035509735,0.0,50.233281493001556,49.766718506998444,0.0,4.696449026345934
SK Flensburg,1001,SK,Schleswig-Holstein,35.714285714285715,38.095238095238095,26.190476190476193,0.0,48.78048780487805,51.21951219512195,0.0,7.142857142857142
SK Frankenthal,7311,SK,Rheinland-Pfalz,47.72727272727273,29.545454545454547,20.454545454545457,2.272727272727273,45.45454545454545,54.54545454545454,0.0,4.545454545454546
SK Frankfurt (Oder),12053,SK,Brandenburg,40.0,43.333333333333336,16.666666666666664,0.0,48.275862068965516,51.724137931034484,0.0,0.0
SK Frankfurt am Main,6412,SK,Hessen,33.943833943833944,42.67399267399267,23.38217338217338,0.0,48.93617021276596,50.911854103343465,0.1519756838905775,3.724053724053724
SK Freiburg i.Breisgau,8311,SK,Baden-Württemberg,32.67838676318511,37.22854188210962,30.093071354705277,0.0,55.794504181600956,44.086021505376344,0.11947431302270012,8.066184074457084
SK Fürth,9563,SK,Bayern,20.812182741116754,38.07106598984771,40.609137055837564,0.5076142131979695,52.68817204301075,47.31182795698925,0.0,8.883248730964468
SK Gelsenkirchen,5513,SK,Nordrhein-Westfalen,37.995337995338,38.22843822843823,23.543123543123542,0.2331002331002331,51.127819548872175,48.87218045112782,0.0,3.263403263403263
SK Gera,16052,SK,Thüringen,21.91235059760956,34.26294820717131,43.82470119521912,0.0,56.95652173913044,43.04347826086957,0.0,7.569721115537849
SK Hagen,5914,SK,Nordrhein-Westfalen,30.0,37.27272727272727,32.72727272727273,0.0,53.090909090909086,46.909090909090914,0.0,3.939393939393939
SK Halle,15002,SK,Sachsen-Anhalt,24.507042253521128,37.74647887323944,37.74647887323944,0.0,58.88501742160279,41.11498257839721,0.0,3.0985915492957745
SK Hamburg,2000,SK,Hamburg,32.81158286049697,40.42261788299746,26.64840540011739,0.11739385638818234,48.99230487358007,50.164895566141446,0.8427995602784902,4.969673253766387
SK Hamm,5915,SK,Nordrhein-Westfalen,23.20675105485232,37.34177215189873,39.45147679324894,0.0,51.78997613365155,48.21002386634845,0.0,7.59493670886076
SK Heidelberg,8221,SK,Baden-Württemberg,42.80936454849498,39.130434782608695,18.06020066889632,0.0,50.36231884057971,49.63768115942029,0.0,2.341137123745819
SK Heilbronn,8121,SK,Baden-Württemberg,25.171624713958813,47.82608695652174,27.002288329519452,0.0,55.643044619422575,44.35695538057743,0.0,3.6613272311212817
SK Herne,5916,SK,Nordrhein-Westfalen,33.663366336633665,45.04950495049505,21.287128712871286,0.0,46.55172413793103,53.44827586206896,0.0,0.9900990099009901
SK Hof,9464,SK,Bayern,28.169014084507044,50.70422535211267,20.422535211267608,0.7042253521126761,52.51798561151079,47.482014388489205,0.0,2.8169014084507045
SK Ingolstadt,9161,SK,Bayern,32.76231263383298,33.40471092077088,33.61884368308351,0.21413276231263384,57.03703703703704,42.96296296296296,0.0,7.708779443254818
SK Jena,16053,SK,Thüringen,50.625,35.0,14.374999999999998,0.0,46.308724832214764,53.691275167785236,0.0,1.875
SK Kaiserslautern,7312,SK,Rheinland-Pfalz,60.0,23.42857142857143,16.0,0.5714285714285714,44.65408805031446,55.34591194968554,0.0,2.857142857142857
SK Karlsruhe,8212,SK,Baden-Württemberg,31.68831168831169,43.116883116883116,25.19480519480519,0.0,46.94444444444444,52.77777777777778,0.2777777777777778,3.3766233766233764
SK Kassel,6611,SK,Hessen,44.89164086687307,35.91331269349845,19.195046439628484,0.0,49.666666666666664,50.33333333333333,0.0,2.786377708978328
SK Kaufbeuren,9762,SK,Bayern,36.93693693693694,32.432432432432435,30.630630630630627,0.0,52.336448598130836,47.66355140186916,0.0,4.504504504504505
SK Kempten,9763,SK,Bayern,26.47058823529412,36.27450980392157,37.254901960784316,0.0,50.0,50.0,0.0,9.803921568627452
SK Kiel,1002,SK,Schleswig-Holstein,32.97491039426524,34.76702508960574,32.25806451612903,0.0,56.81818181818182,43.18181818181818,0.0,3.225806451612903
SK Koblenz,7111,SK,Rheinland-Pfalz,21.292775665399237,33.460076045627375,44.48669201520912,0.7604562737642585,55.81395348837209,43.72093023255814,0.46511627906976744,6.844106463878327
SK Krefeld,5114,SK,Nordrhein-Westfalen,31.711145996860285,45.05494505494506,23.233908948194664,0.0,49.209138840070295,50.790861159929705,0.0,3.453689167974882
SK Köln,5315,SK,Nordrhein-Westfalen,32.57394084732214,45.1638689048761,22.262190247801758,0.0,50.8435136707388,49.1564863292612,0.0,3.9568345323741005
SK Landau i.d.Pfalz,7313,SK,Rheinland-Pfalz,21.428571428571427,57.14285714285714,21.428571428571427,0.0,42.592592592592595,57.407407407407405,0.0,3.571428571428571
SK Landshut,9261,SK,Bayern,36.8231046931408,38.98916967509025,24.187725631768952,0.0,42.51968503937008,57.48031496062992,0.0,3.6101083032490973
SK Leipzig,14713,SK,Sachsen,36.666666666666664,44.166666666666664,19.166666666666668,0.0,48.059149722735675,51.940850277264325,0.0,1.8333333333333333
